Property_ID,Property_Type,Property_Size,Bedrooms,Bathrooms,Location,Furnishing,Age_of_Property,Amenities,Proximity_to_Important_Locations,Date_of_Listing,Historical_Prices,Price,Floor_Level,Property_Status
182,House,243,3,1,Tangerang,Unfurnished,10,Pool,3.02,2021-12-02,"[2248191150, 2373090658, 2448030363]",2497990166.238808,4,Pre-sale
183,House,242,2,3,Tangerang,Fully,14,Pool_Security,13.29,2022-06-26,"[2840815324, 2998638397, 3093332242]",3156461470.9709716,2,Under Construction
184,Apartment,231,4,1,Jakarta Timur,Semi,26,Gym,0.78,2021-08-18,"[2369582374, 2501225839, 2580211918]",2764512769.6960297,15,Pre-sale
185,House,219,3,2,Bekasi,Semi,19,Pool,6.19,2021-03-19,"[2076258728, 2191606435, 2260815059]",2306954142.309286,3,Under Construction
186,Apartment,157,2,2,Bekasi,Semi,14,Pool_Gym,5.87,2021-01-09,"[1493375317, 1576340612, 1626119789]",1659305907.4031277,20,New
187,Apartment,45,1,3,Jakarta Pusat,Unfurnished,13,Pool_Gym,9.9,2022-08-16,"[551639127, 582285745, 600673716]",766165454.3424762,12,New
188,Apartment,99,4,2,Jakarta Pusat,Unfurnished,11,None,11.9,2022-03-30,"[1104479171, 1165839125, 1202655097]",1533998848.3912256,7,Pre-sale
189,Condo,181,4,3,Depok,Semi,9,None,18.02,2021-08-21,"[2022703542, 2135075961, 2202499412]",2247448379.9800096,19,Pre-sale
190,Apartment,207,2,3,Jakarta Timur,Unfurnished,9,Pool_Security,11.01,2022-09-23,"[1877443982, 1981746426, 2044327892]",2190351312.4594326,1,Pre-sale
191,House,138,3,2,Jakarta Pusat,Unfurnished,9,Gym,10.57,2022-06-13,"[1815057622, 1915894156, 1976396077]",2520913363.2815,3,Under Construction
192,Apartment,40,4,2,Tangerang,Semi,16,Pool_Gym_Security,1.74,2021-09-09,"[371744208, 392396664, 404788138]",413049120.31395084,16,New
193,Apartment,76,1,3,Jakarta Utara,Semi,25,Pool_Gym_Security,11.71,2021-03-12,"[964888112, 1018493007, 1050655944]",1179307692.6492052,15,Under Construction
194,Apartment,117,3,1,Jakarta Pusat,Unfurnished,21,Pool_Security,2.45,2022-05-25,"[1285348002, 1356756224, 1399601158]",1785205558.3538628,10,New
195,Condo,213,1,2,Bogor,Semi,16,None,12.19,2021-02-03,"[2749580322, 2902334784, 2993987461]",3055089246.4019303,4,Pre-sale
196,House,243,1,1,Bogor,Fully,18,Pool_Gym_Security,12.82,2021-11-08,"[3258507259, 3439535440, 3548152349]",3620563621.44239,1,New
197,Apartment,142,1,2,Jakarta Pusat,Semi,19,Pool_Gym_Security,7.78,2021-12-27,"[1343660438, 1418308240, 1463096922]",1866195053.1502736,10,New
198,House,223,1,1,Bekasi,Unfurnished,7,None,6.33,2022-11-20,"[2870078553, 3029527361, 3125196646]",3188976169.6551723,2,Pre-sale
199,Apartment,167,1,3,Jakarta Pusat,Unfurnished,12,Pool_Gym_Security,8.43,2022-09-27,"[1845901141, 1948451204, 2009981242]",2563751584.3335752,10,New
200,Apartment,72,1,2,Jakarta Pusat,Unfurnished,26,Security,4.45,2021-07-18,"[966480906, 1020174290, 1052390320]",1342334592.360261,3,Pre-sale
201,Condo,38,2,2,Bogor,Unfurnished,19,Security,5.16,2022-06-30,"[500697456, 528513981, 545203896]",556330506.4436494,16,Pre-sale
202,Apartment,83,4,3,Depok,Semi,7,None,4.64,2022-12-20,"[925315387, 976721798, 1007565644]",1028128207.9432304,16,Pre-sale
203,Apartment,112,4,3,Tangerang,Fully,12,Gym,5.4,2022-12-27,"[1147363861, 1211106298, 1249351760]",1274848734.4750059,6,Under Construction
204,Apartment,68,4,3,Jakarta Barat,Semi,9,Pool_Gym_Security,18.61,2022-07-25,"[917301670, 968262874, 998839597]",1172107689.9465075,16,New
205,House,118,4,1,Jakarta Utara,Semi,25,Pool_Gym_Security,19.38,2022-10-20,"[1253414261, 1323048387, 1364828862]",1531950763.936262,4,New
206,House,73,2,2,Jakarta Selatan,Unfurnished,12,Pool_Gym_Security,3.36,2022-02-28,"[958581434, 1011835958, 1043788672]",1278108578.3491144,4,New
207,House,179,2,1,Jakarta Utara,Semi,28,Pool_Gym_Security,10.15,2022-10-23,"[1726584606, 1822505974, 1880058794]",2110270074.5983248,2,New
208,Apartment,219,3,2,Depok,Unfurnished,25,Pool_Gym_Security,7.53,2021-10-06,"[2115067553, 2232571306, 2303073558]",2350075058.921869,10,New
209,House,80,3,2,Jakarta Selatan,Fully,29,Gym,8.43,2021-12-20,"[904808059, 955075173, 985235442]",1206410745.1654248,1,New
210,Apartment,51,4,2,Jakarta Barat,Unfurnished,22,Pool_Gym,12.37,2022-09-30,"[499302061, 527041065, 543684467]",637997078.2248143,15,Pre-sale
211,House,156,2,2,Tangerang,Unfurnished,20,Gym,16.54,2022-12-04,"[1690994824, 1784938981, 1841305475]",1878883137.6232257,5,New
212,Condo,61,4,3,Tangerang,Unfurnished,0,None,7.64,2021-10-22,"[582413657, 614769971, 634183760]",647126285.4463077,16,Under Construction
213,House,196,3,1,Jakarta Selatan,Unfurnished,15,Pool_Gym_Security,7.85,2021-10-06,"[2452199844, 2588433169, 2670173164]",3269599792.3515415,1,Under Construction
214,Condo,94,2,1,Jakarta Selatan,Semi,19,Security,19.25,2022-01-24,"[1036144001, 1093707557, 1128245690]",1381525334.8937309,15,New
215,Apartment,233,1,3,Jakarta Selatan,Semi,15,Pool,0.94,2021-06-15,"[2607218176, 2752063630, 2838970902]",3476290900.800148,4,Pre-sale
216,Apartment,135,4,3,Jakarta Pusat,Semi,22,Gym,12.6,2021-03-29,"[1484681225, 1567163515, 1616652889]",2062057256.4274855,6,New
217,House,88,2,3,Jakarta Selatan,Semi,25,Pool_Gym_Security,13.15,2022-10-30,"[1006495290, 1062411695, 1095961538]",1341993719.6232634,5,New
218,Apartment,83,2,2,Jakarta Selatan,Semi,21,None,12.52,2021-01-20,"[829393520, 875470938, 903117389]",1105858027.1369717,16,New
219,Apartment,119,1,1,Jakarta Pusat,Fully,16,Gym_Security,8.67,2022-01-19,"[1431930450, 1511482142, 1559213157]",1988792291.621819,3,Pre-sale
220,House,234,3,1,Jakarta Utara,Fully,22,Gym_Security,12.26,2022-09-20,"[2125493364, 2243576329, 2314426108]",2597825222.92257,5,New
221,Apartment,244,2,1,Tangerang,Semi,13,Pool_Gym,12.85,2022-07-16,"[2665251792, 2813321336, 2902163062]",2961390879.555874,7,Pre-sale
222,House,169,4,2,Jakarta Utara,Fully,9,Pool_Gym,2.55,2021-06-30,"[1627833181, 1718268357, 1772529463]",1989573887.3897245,1,New
223,House,128,1,1,Jakarta Selatan,Fully,20,Pool_Gym_Security,9.93,2022-07-01,"[1152682928, 1216720869, 1255143633]",1536910571.0326774,3,New
224,House,221,2,1,Jakarta Barat,Unfurnished,18,Gym_Security,2.75,2021-01-04,"[2486190900, 2624312616, 2707185646]",3176799482.821387,3,New
225,Apartment,202,2,3,Tangerang,Unfurnished,11,Pool_Security,11.63,2022-08-02,"[1826399663, 1927866311, 1988746300]",2029332959.253497,8,New
226,House,71,3,3,Jakarta Timur,Unfurnished,6,None,19.55,2021-11-04,"[799977041, 844420210, 871086112]",933306548.3772761,5,Under Construction
227,Condo,39,1,2,Jakarta Barat,Fully,0,None,5.04,2021-02-06,"[378342189, 399361199, 411972606]",483437241.17389995,5,New
228,House,105,4,3,Tangerang,Unfurnished,2,None,16.34,2021-05-12,"[1140388981, 1203743924, 1241756890]",1267098867.7083602,4,New
229,Apartment,165,4,3,Jakarta Selatan,Unfurnished,25,None,9.69,2021-06-21,"[1615489285, 1705238690, 1759088333]",2153985713.3318176,15,Pre-sale
230,Apartment,90,4,3,Jakarta Pusat,Unfurnished,20,Pool_Gym_Security,14.53,2021-07-17,"[1200815381, 1267527346, 1307554526]",1667799139.8486695,4,New
231,House,154,2,1,Jakarta Pusat,Unfurnished,1,Pool_Security,16.22,2022-10-23,"[1409116474, 1487400723, 1534371272]",1957106214.0765634,2,Under Construction
232,House,174,3,1,Bogor,Fully,14,Pool_Gym_Security,2.33,2021-07-26,"[2179919566, 2301026208, 2373690194]",2422132851.0407925,4,New
233,Apartment,36,1,2,Bogor,Fully,28,Pool_Gym_Security,18.79,2022-01-02,"[419532443, 442839800, 456824215]",466147158.36122185,19,Pre-sale
234,Condo,160,3,2,Jakarta Timur,Unfurnished,11,Security,2.72,2021-04-05,"[2061135554, 2175643085, 2244347603]",2404658146.467222,11,New
235,Apartment,47,3,1,Tangerang,Fully,25,None,14.24,2022-04-27,"[440182170, 464636735, 479309474]",489091299.86594725,13,Pre-sale
236,Condo,208,4,1,Jakarta Pusat,Semi,5,None,3.77,2021-02-22,"[2697500499, 2847361638, 2937278321]",3746528471.078882,10,Under Construction
237,House,187,1,3,Jakarta Selatan,Fully,9,Pool_Security,6.33,2022-12-27,"[2117034539, 2234647569, 2305215387]",2822712718.7838078,2,Pre-sale
238,Condo,83,1,3,Tangerang,Fully,29,None,17.96,2021-09-16,"[1019436620, 1076071987, 1110053208]",1132707355.2490962,13,Under Construction
239,House,71,2,3,Tangerang,Unfurnished,26,Pool_Security,18.51,2022-03-20,"[681270877, 719119259, 741828288]",756967640.8042967,4,New
240,House,219,4,1,Jakarta Utara,Unfurnished,17,None,18.97,2021-01-04,"[2574054514, 2717057542, 2802859360]",3146066628.085741,5,New
241,House,96,4,3,Jakarta Timur,Semi,19,Pool_Security,7.78,2021-09-16,"[1172943669, 1238107206, 1277205329]",1368434280.5516326,5,New
242,House,143,2,1,Jakarta Utara,Semi,17,None,0.51,2022-02-19,"[1821468402, 1922661092, 1983376705]",2226239158.6056614,1,New
243,Condo,157,2,2,Jakarta Pusat,Unfurnished,3,Security,1.5,2022-11-07,"[1608024259, 1697358940, 1750959749]",2233367026.6362314,11,Pre-sale
244,Apartment,238,4,3,Jakarta Pusat,Unfurnished,8,Pool_Security,4.3,2021-12-18,"[3125853108, 3299511614, 3403706717]",4341462649.728318,15,Under Construction
245,Apartment,216,4,3,Jakarta Barat,Unfurnished,7,None,14.13,2022-11-18,"[2452920094, 2589193433, 2670957436]",3134286787.2986574,13,Under Construction
246,Apartment,63,1,3,Jakarta Pusat,Unfurnished,10,Gym_Security,1.88,2021-05-24,"[665246944, 702205108, 724380006]",923954089.0758878,20,New
247,House,205,1,3,Bekasi,Unfurnished,10,Pool,2.31,2022-09-13,"[2745405663, 2897928200, 2989441722]",3050450736.378261,5,New
248,Apartment,175,2,2,Jakarta Selatan,Semi,23,Pool_Gym,6.37,2022-04-14,"[2229256161, 2353103725, 2427412264]",2972341547.4992466,7,New
249,Apartment,247,3,3,Jakarta Selatan,Unfurnished,4,Gym_Security,13.48,2021-03-13,"[2618234278, 2763691738, 2850966214]",3490979037.8155646,8,New
250,House,71,4,2,Bekasi,Semi,19,Pool_Gym_Security,16.8,2021-05-23,"[953167795, 1006121561, 1037893821]",1059075327.7640375,4,New
251,House,220,4,3,Jakarta Timur,Semi,11,Pool,11.06,2021-01-22,"[2191450687, 2313197947, 2386246304]",2556692468.1264763,2,Under Construction
252,House,159,2,1,Jakarta Selatan,Unfurnished,1,Gym_Security,2.9,2021-12-13,"[2007099098, 2118604604, 2185507907]",2676132131.161827,5,New
253,Apartment,247,2,2,Bekasi,Unfurnished,11,Pool,12.96,2022-09-06,"[2757399362, 2910588216, 3002501528]",3063777069.359648,20,Under Construction
254,House,140,4,1,Bekasi,Fully,4,Pool_Gym,0.68,2021-05-29,"[1424609424, 1503754392, 1551241372]",1582899359.6305869,2,Under Construction
255,Condo,173,2,2,Bekasi,Fully,11,Pool,4.69,2021-11-30,"[2165198748, 2285487568, 2357660859]",2405776387.107514,12,New
256,Apartment,101,1,2,Jakarta Timur,Fully,23,None,8.79,2021-01-20,"[1090306916, 1150879522, 1187223086]",1272024734.9946542,20,New
257,House,54,2,1,Tangerang,Fully,10,Pool_Security,2.96,2021-05-21,"[710129706, 749581356, 773252347]",789033006.7586485,5,Under Construction
258,House,145,1,3,Bekasi,Fully,6,Gym_Security,17.2,2022-06-05,"[1954061125, 2062620076, 2127755447]",2171179027.4182043,3,New
259,Apartment,141,2,2,Jakarta Barat,Semi,10,Pool_Gym_Security,3.16,2022-05-14,"[1367363342, 1443327972, 1488906750]",1747186492.3442793,2,New
260,Apartment,133,2,2,Jakarta Timur,Semi,26,Gym_Security,5.89,2022-12-11,"[1657749812, 1749847024, 1805105351]",1934041447.8263247,10,Pre-sale
261,House,140,2,2,Bekasi,Semi,13,Security,12.27,2022-03-08,"[1498500089, 1581750093, 1631700096]",1665000098.3432422,4,Under Construction
262,Apartment,176,1,1,Tangerang,Fully,26,Pool_Gym_Security,9.51,2021-08-01,"[1782948208, 1882000886, 1941432493]",1981053563.8901324,15,Under Construction
263,House,120,3,2,Jakarta Pusat,Unfurnished,8,Pool_Gym_Security,1.08,2021-03-13,"[1209524310, 1276720105, 1317037582]",1679894874.5386553,4,New
264,House,212,1,3,Bekasi,Unfurnished,9,Pool_Gym,19.52,2022-06-09,"[2769421201, 2923277934, 3015591974]",3077134667.5329504,2,New
265,Apartment,57,1,2,Tangerang,Unfurnished,11,None,13.24,2021-02-25,"[641631131, 677277305, 698665009]",712923478.4612255,8,New
266,House,238,1,2,Tangerang,Semi,27,Pool_Security,10.97,2021-05-12,"[2719843364, 2870945773, 2961607219]",3022048182.6114807,1,New
267,House,31,1,1,Tangerang,Fully,9,None,17.03,2021-07-10,"[342542174, 361572294, 372990367]",380602415.13151944,3,Pre-sale
268,House,66,4,2,Jakarta Barat,Unfurnished,16,Gym_Security,11.59,2021-01-07,"[669020813, 706188636, 728489329]",854859927.2155567,1,Pre-sale
269,House,222,4,3,Bogor,Fully,8,Pool_Security,10.49,2021-06-30,"[2501154290, 2640107306, 2723479115]",2779060321.6752234,3,New
270,Apartment,182,3,2,Jakarta Selatan,Unfurnished,15,Pool_Gym_Security,2.18,2022-07-11,"[1857933185, 1961151695, 2023082801]",2477244246.1417136,17,Under Construction
271,Apartment,227,4,2,Bekasi,Unfurnished,3,None,17.18,2021-06-03,"[2710956850, 2861565564, 2951930792]",3012174277.686607,12,New
272,House,130,1,3,Jakarta Timur,Semi,14,Gym,18.98,2021-11-02,"[1216190925, 1283757087, 1324296785]",1418889412.1355846,1,New
273,Apartment,69,3,3,Jakarta Selatan,Unfurnished,28,Gym_Security,14.19,2021-09-29,"[669335749, 706521069, 728832260]",892447665.8652786,17,Under Construction
274,Apartment,159,4,3,Jakarta Barat,Fully,17,Pool_Gym_Security,18.35,2021-04-21,"[2031925143, 2144809873, 2212540711]",2596348793.44921,2,New
275,House,165,2,2,Jakarta Timur,Fully,23,Pool,19.88,2022-12-03,"[2201152086, 2323438313, 2396810049]",2568010766.7313547,1,New
276,House,119,1,1,Depok,Semi,6,Pool_Gym_Security,14.11,2022-12-02,"[1591655902, 1680081230, 1733136427]",1768506558.098707,5,Under Construction
277,Condo,55,4,1,Jakarta Pusat,Unfurnished,28,Pool_Gym_Security,5.37,2021-11-02,"[588116184, 620789305, 640393178]",816828032.9970589,4,New
278,House,45,1,1,Bekasi,Unfurnished,13,Pool_Gym,7.16,2021-08-15,"[497696323, 525346119, 541935996]",552995914.7648832,5,Pre-sale
279,Apartment,71,3,3,Depok,Semi,25,Pool,17.83,2021-09-16,"[656513769, 692986757, 714870549]",729459743.7897824,5,New
280,House,201,1,3,Bogor,Semi,16,Pool_Gym_Security,9.91,2021-06-11,"[1858651439, 1961909852, 2023864900]",2065168265.1483016,2,Pre-sale
281,House,127,4,2,Jakarta Pusat,Semi,2,Pool_Gym_Security,16.59,2021-07-20,"[1351752581, 1426849947, 1471908366]",1877434140.65936,5,New
282,House,117,2,3,Bekasi,Fully,12,Gym,11.12,2021-10-01,"[1283909727, 1355238045, 1398035036]",1426566363.5161486,5,New
283,Apartment,241,4,2,Bogor,Unfurnished,12,None,4.4,2021-09-23,"[3000163395, 3166839139, 3266844586]",3333514883.5210757,1,New
284,Apartment,74,2,1,Jakarta Barat,Unfurnished,16,None,2.12,2021-04-27,"[895049693, 944774676, 974609666]",1143674608.0723815,16,Under Construction
285,Apartment,37,3,3,Jakarta Pusat,Unfurnished,6,Pool_Gym,16.44,2022-06-14,"[477973354, 504527430, 520459875]",663851881.1068113,19,Under Construction
286,House,195,3,3,Bogor,Semi,12,Pool_Security,14.17,2022-08-04,"[2528258932, 2668717762, 2752993059]",2809176591.3205786,5,New
287,Condo,91,4,3,Jakarta Barat,Semi,24,Gym,5.45,2021-07-23,"[1172082213, 1237197892, 1276267299]",1497660605.511478,16,New
288,Apartment,172,3,2,Jakarta Barat,Fully,3,None,16.12,2022-11-09,"[1923556724, 2030420987, 2094539544]",2457878036.558582,17,Pre-sale
289,Apartment,139,1,3,Tangerang,Fully,18,Gym_Security,5.94,2021-04-25,"[1355750948, 1431070445, 1476262143]",1506389942.2840164,8,Pre-sale
290,Apartment,152,1,3,Jakarta Selatan,Semi,3,Gym,12.73,2021-01-18,"[1536551620, 1621915599, 1673133987]",2048735493.7304456,11,New
291,Apartment,114,3,3,Jakarta Selatan,Semi,13,None,17.84,2022-03-13,"[1246053029, 1315278197, 1356813298]",1661404038.769418,3,New
292,Apartment,237,2,2,Jakarta Barat,Unfurnished,7,Gym_Security,14.06,2021-10-01,"[3038528413, 3207335547, 3308619827]",3882564083.190415,18,New
293,House,191,4,3,Jakarta Pusat,Fully,20,Pool_Security,9.55,2022-07-23,"[1832697596, 1934514129, 1995604048]",2545413327.1206703,5,New
294,Apartment,149,3,1,Bekasi,Unfurnished,26,None,6.26,2021-08-04,"[1607469011, 1696772845, 1750355146]",1786076679.3006968,13,Pre-sale
295,Apartment,133,3,3,Jakarta Pusat,Semi,27,Gym,5.36,2022-03-12,"[1788935959, 1888321290, 1947952489]",2484633276.8081117,11,New
296,Condo,107,4,2,Jakarta Barat,Semi,26,Gym_Security,7.62,2022-03-21,"[1181080286, 1246695857, 1286065200]",1509158142.6977706,19,New
297,Apartment,242,3,2,Bogor,Unfurnished,0,Pool_Security,8.21,2022-10-14,"[2678492766, 2827297919, 2916581011]",2976103072.8323374,4,New
298,Apartment,67,1,3,Jakarta Barat,Fully,22,Security,15.13,2021-05-08,"[645803163, 681681116, 703207888]",825192930.3459632,4,New
299,House,142,4,1,Jakarta Barat,Unfurnished,16,None,8.84,2022-10-21,"[1421516551, 1500489693, 1547873578]",1816382259.6406817,2,Under Construction
300,Apartment,59,1,3,Bogor,Unfurnished,5,Gym_Security,15.28,2021-11-29,"[782790519, 826278881, 852371898]",869767243.2289463,9,Pre-sale
301,House,111,4,2,Bekasi,Fully,19,None,15.2,2022-10-06,"[1097509788, 1158482554, 1195066214]",1219455320.273536,5,Under Construction
302,Apartment,70,1,2,Bogor,Fully,2,None,13.44,2022-01-31,"[940389596, 992633463, 1023979783]",1044877329.4388,2,New
303,Apartment,146,1,2,Tangerang,Unfurnished,20,Security,2.4,2022-09-04,"[1429228108, 1508629670, 1556270607]",1588031231.4789789,5,New
304,Apartment,46,1,1,Jakarta Utara,Semi,17,None,13.18,2021-11-19,"[431412019, 455379353, 469759754]",527281356.3294196,9,Pre-sale
305,House,60,2,1,Tangerang,Semi,29,Pool,7.53,2021-02-05,"[674031992, 711478214, 733945947]",748924435.6336826,4,Pre-sale
306,Condo,207,1,1,Jakarta Selatan,Fully,15,Gym,6.76,2021-09-28,"[2014987917, 2126931690, 2194097954]",2686650556.379182,17,Pre-sale
307,House,136,4,2,Bogor,Semi,13,Gym_Security,7.31,2022-02-21,"[1231636323, 1300060564, 1341115108]",1368484803.7672126,4,Under Construction
308,House,73,3,1,Jakarta Timur,Unfurnished,26,Gym,7.34,2022-12-28,"[861855072, 909735909, 938464411]",1005497583.7284998,3,Under Construction
309,House,83,2,3,Depok,Unfurnished,2,Pool,7.68,2022-07-18,"[1106155801, 1167608901, 1204480761]",1229062000.5864875,1,Pre-sale
310,House,30,2,1,Jakarta Utara,Fully,10,Gym,17.37,2022-02-20,"[286725662, 302654866, 312212388]",350442476.19730264,4,New
311,House,67,2,2,Jakarta Selatan,Unfurnished,19,Gym_Security,17.61,2021-07-06,"[682327253, 720234323, 742978564]",909769670.7223463,3,New
312,Apartment,50,3,3,Jakarta Timur,Unfurnished,16,None,13.6,2021-03-18,"[521969020, 550967299, 568366266]",608963856.3922337,4,Pre-sale
313,House,99,3,3,Bekasi,Unfurnished,7,Pool_Gym_Security,18.42,2022-10-18,"[1105453566, 1166867653, 1203716105]",1228281739.649916,3,New
314,House,40,4,3,Tangerang,Unfurnished,0,Pool_Gym,6.03,2021-02-05,"[430460075, 454374524, 468723193]",478288972.6727828,3,Under Construction
315,Apartment,124,2,2,Depok,Semi,11,Gym_Security,9.97,2022-06-14,"[1255746164, 1325509840, 1367368046]",1395273515.8201532,10,New
316,House,96,4,3,Depok,Fully,1,None,11.06,2022-09-21,"[1240901044, 1309839991, 1351203360]",1378778938.319706,4,Pre-sale
317,Apartment,39,4,2,Tangerang,Unfurnished,29,None,10.99,2022-03-03,"[400721991, 422984324, 436341723]",445246656.576653,12,New
318,Apartment,238,1,2,Jakarta Barat,Unfurnished,3,Pool_Gym_Security,5.48,2021-08-08,"[2329235269, 2458637228, 2536278404]",2976245066.013316,9,New
319,Apartment,134,2,3,Jakarta Selatan,Semi,10,Pool_Gym,5.52,2021-07-24,"[1206205659, 1273217085, 1313423940]",1608274212.1128423,13,New
320,Condo,155,3,2,Jakarta Pusat,Semi,7,Pool_Gym_Security,10.91,2021-10-17,"[1936668487, 2044261181, 2108816797]",2689817342.8132877,7,New
321,Apartment,48,1,2,Jakarta Selatan,Unfurnished,0,None,17.12,2021-07-25,"[489026321, 516194450, 532495327]",652035094.5787944,16,New
322,Condo,133,2,1,Jakarta Barat,Unfurnished,25,Pool_Security,6.9,2021-10-09,"[1756520784, 1854105272, 1912655965]",2244443223.937922,15,New
323,House,218,3,3,Tangerang,Fully,9,Security,13.59,2021-03-20,"[1968489944, 2077850497, 2143466828]",2187211049.306321,4,Pre-sale
324,Apartment,100,4,2,Bogor,Unfurnished,27,Pool,14.45,2021-03-31,"[1250981179, 1320480133, 1362179506]",1389979087.6360297,20,New
325,Apartment,220,2,3,Tangerang,Semi,11,Pool_Security,7.54,2021-09-25,"[2093829749, 2210153623, 2279947948]",2326477498.4091654,12,Under Construction
326,House,76,2,3,Jakarta Selatan,Unfurnished,14,Pool_Gym_Security,15.48,2022-12-31,"[998837601, 1054328579, 1087623166]",1331783468.5284824,1,New
327,Apartment,117,3,1,Jakarta Selatan,Semi,15,None,1.65,2021-03-03,"[1223319640, 1291281843, 1332059164]",1631092853.928767,16,Pre-sale
328,Apartment,248,2,3,Jakarta Utara,Unfurnished,10,None,15.09,2022-01-27,"[2898458392, 3059483858, 3156099137]",3542560256.374765,16,Pre-sale
329,Apartment,155,3,2,Depok,Fully,22,Pool,6.86,2021-02-02,"[1954538150, 2063123603, 2128274875]",2171709055.9968796,7,New
330,House,217,1,1,Jakarta Pusat,Unfurnished,2,Security,16.84,2021-02-18,"[2556964071, 2699017630, 2784249766]",3551338987.4298787,2,New
331,Apartment,142,3,3,Jakarta Pusat,Unfurnished,17,Pool_Gym_Security,15.47,2021-11-09,"[1452279357, 1532961544, 1581370856]",2017054662.6662195,1,New
332,Apartment,227,3,3,Jakarta Selatan,Fully,24,Pool_Security,6.18,2021-06-10,"[2088312598, 2204329964, 2273940384]",2784416796.8907833,10,Under Construction
333,Apartment,147,3,2,Jakarta Selatan,Semi,23,Gym,10.7,2021-04-28,"[1689563047, 1783427660, 1839746429]",2252750728.814563,19,Under Construction
334,Apartment,133,2,2,Jakarta Utara,Fully,29,Security,19.13,2022-07-31,"[1600772607, 1689704418, 1743063505]",1956499852.8908322,13,Under Construction
335,Apartment,234,4,2,Jakarta Barat,Fully,29,None,2.52,2022-12-04,"[2203629245, 2326053092, 2399507400]",2815748479.5847316,14,Under Construction
336,House,60,4,3,Bekasi,Fully,12,None,6.76,2022-08-12,"[697791451, 736557643, 759817358]",775323834.5900617,1,New
337,House,34,2,3,Bekasi,Semi,2,None,14.44,2022-06-21,"[446859696, 471685235, 486580558]",496510773.22078836,2,New
338,Apartment,218,2,1,Tangerang,Fully,10,Pool_Gym_Security,11.78,2021-11-28,"[2376670003, 2508707226, 2587929559]",2640744448.11004,8,Pre-sale
339,House,171,3,1,Jakarta Barat,Unfurnished,1,Pool,19.96,2022-03-24,"[2197993036, 2320103760, 2393370194]",2808546656.6935883,2,Pre-sale
340,House,133,4,1,Jakarta Utara,Unfurnished,4,Pool,15.22,2021-12-24,"[1463053634, 1544334392, 1593102846]",1788176663.8760169,5,New
341,House,70,3,2,Bogor,Unfurnished,0,Pool,13.04,2022-01-25,"[893536722, 943177651, 972962209]",992818580.2541467,2,New
342,Condo,40,3,2,Jakarta Pusat,Fully,19,Pool_Security,7.91,2022-11-22,"[382031365, 403255330, 415989708]",530599117.84493816,4,New
343,Condo,194,1,3,Tangerang,Unfurnished,27,Security,14.13,2021-01-16,"[1834258576, 1936161831, 1997303783]",2038065084.7663765,1,Pre-sale
344,House,240,1,3,Jakarta Timur,Fully,28,Gym,15.28,2022-07-25,"[2957336632, 3121633112, 3220211000]",3450226070.9649777,1,Pre-sale
345,Apartment,96,2,3,Tangerang,Semi,7,Pool_Security,3.62,2021-06-23,"[990473839, 1045500163, 1078515958]",1100526487.4444225,16,Under Construction
346,Apartment,35,1,2,Jakarta Selatan,Fully,10,Pool_Gym_Security,17.48,2022-09-07,"[404371196, 426836263, 440315303]",539161595.0905821,4,Under Construction
347,Apartment,155,3,2,Jakarta Timur,Fully,3,Pool_Gym,4.91,2021-12-26,"[1912429910, 2018676016, 2082423680]",2231168228.2629695,18,New
348,Condo,228,2,3,Jakarta Barat,Fully,27,None,9.85,2021-08-26,"[2788449078, 2943362916, 3036311219]",3563018266.7410026,16,Under Construction
349,House,46,4,3,Bekasi,Semi,7,None,8.88,2022-10-04,"[497932373, 525595283, 542193029]",553258192.523494,4,Pre-sale
350,House,54,2,3,Bekasi,Fully,9,Pool_Gym,2.62,2021-02-13,"[623712284, 658362966, 679153376]",693013648.5404334,1,New
351,House,224,4,1,Jakarta Timur,Semi,27,Security,17.82,2022-08-07,"[2395693135, 2528787198, 2608643636]",2794975324.4172072,3,Pre-sale
352,Apartment,191,2,3,Tangerang,Fully,11,Pool_Security,8.14,2021-03-28,"[2337057301, 2466893818, 2544795728]",2596730334.5161967,15,Pre-sale
353,House,173,2,1,Jakarta Timur,Unfurnished,27,Gym_Security,0.51,2022-08-01,"[2207472513, 2330109875, 2403692292]",2575384598.279703,2,Pre-sale
354,Apartment,189,4,3,Jakarta Timur,Unfurnished,6,Pool_Gym,16.35,2022-01-02,"[2063830298, 2178487537, 2247281880]",2407802014.257236,14,New
355,Apartment,115,3,2,Jakarta Utara,Unfurnished,3,Gym,7.82,2021-07-01,"[1106874593, 1168367625, 1205263445]",1352846724.1986105,11,Under Construction
356,House,54,1,1,Jakarta Pusat,Fully,3,Gym,9.4,2021-12-04,"[569450880, 601087040, 620068736]",790903999.4076537,1,New
357,Condo,202,1,2,Tangerang,Unfurnished,4,Gym_Security,17.45,2021-10-28,"[2008189165, 2119755229, 2186694868]",2231321294.0725684,5,Under Construction
358,House,158,3,1,Jakarta Selatan,Semi,11,Gym_Security,16.23,2022-08-08,"[1679211720, 1772501260, 1828474984]",2238948960.4748197,1,New
359,House,119,2,3,Jakarta Timur,Unfurnished,12,Gym_Security,19.33,2022-07-13,"[1546981991, 1632925435, 1684491502]",1804812323.160797,4,New
360,Apartment,217,2,3,Jakarta Utara,Unfurnished,4,Pool_Security,1.51,2022-07-09,"[2565119627, 2707626273, 2793130260]",3135146210.404793,4,New
